keyword_text,match_type,campaign_name,ad_group_name,campaign_id,ad_group_id,criterion_id,flag_type,flag_severity,flag_detail,impressions,clicks,cost,quality_score,ad_relevance,expected_ctr,landing_page_exp,class,bidding_mode,bidding_strategy_type,target_source,portfolio_name
dachdecker flachdach jobs,PHRASE,EX | 26 | CH | SEARCH | LEAD | Dachdecker,AG | RSA | Dachdecker,6496821254,191152991225,668053509543,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,1,0,0.00,3,BELOW_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
dachdecker efz,EXACT,EX | 26 | CH | SEARCH | LEAD | Dachdecker,AG | RSA | Dachdecker,6496821254,191152991225,958142388946,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,0,0,0.00,6,AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
dachdecker arbeit suchen,PHRASE,EX | 26 | CH | SEARCH | LEAD | Dachdecker,AG | RSA | Dachdecker,6496821254,191152991225,1389846584570,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,29,4,6.57,6,AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
offene stellen Dachdecker,BROAD,EX | 26 | CH | SEARCH | LEAD | Dachdecker,AG | RSA | Dachdecker,6496821254,191152991225,2462033038214,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,89,7,4.17,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
offene stellen Dachdecker,BROAD,EX | 26 | CH | SEARCH | LEAD | Dachdecker,AG | RSA | Dachdecker,6496821254,191152991225,2462033038214,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,89,7,4.17,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
metallbauer stellenangebote,BROAD,EX | 25 | CH | SEARCH | LEAD | Metallbauer,AG | RSA | Metallbauer KW Testing,15347327648,191429218741,304628771918,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,243,28,47.73,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
metallbauer jobs,EXACT,EX | 25 | CH | SEARCH | LEAD | Metallbauer,AG | RSA | Metallbauer KW Testing,15347327648,191429218741,352943952127,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,6,1,0.67,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
metallbauer jobs,EXACT,EX | 25 | CH | SEARCH | LEAD | Metallbauer,AG | RSA | Metallbauer KW Testing,15347327648,191429218741,352943952127,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,6,1,0.67,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
arbeit metallbau,PHRASE,EX | 25 | CH | SEARCH | LEAD | Metallbauer,AG | RSA | Metallbauer KW Testing,15347327648,191429218741,355904095337,AR_BELOW_AVG,Medium,"Ad Relevance Below Avg. Route to /rsa-maker (copy); if Headline Test fails, surface pending keyword-restructurer brief (skill not yet built).",0,0,0.00,5,BELOW_AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
arbeit metallbau,PHRASE,EX | 25 | CH | SEARCH | LEAD | Metallbauer,AG | RSA | Metallbauer KW Testing,15347327648,191429218741,355904095337,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,0,0,0.00,5,BELOW_AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
jobs metallbau,PHRASE,EX | 25 | CH | SEARCH | LEAD | Metallbauer,AG | RSA | Metallbauer KW Testing,15347327648,191429218741,362047562554,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,69,7,17.65,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
metallbau monteur,EXACT,EX | 25 | CH | SEARCH | LEAD | Metallbauer,AG | RSA | Metallbauer KW Testing,15347327648,191429218741,387240862734,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,2,0,0.00,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
metallbauer efz,EXACT,EX | 25 | CH | SEARCH | LEAD | Metallbauer,AG | RSA | Metallbauer KW Testing,15347327648,191429218741,1463525312540,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,2,0,0.00,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
metallbauer efz,EXACT,EX | 25 | CH | SEARCH | LEAD | Metallbauer,AG | RSA | Metallbauer KW Testing,15347327648,191429218741,1463525312540,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,2,0,0.00,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
metallbau jobs in der nähe,EXACT,EX | 25 | CH | SEARCH | LEAD | Metallbauer,AG | RSA | Metallbauer KW Testing,15347327648,191429218741,1608995248032,AR_BELOW_AVG,Medium,"Ad Relevance Below Avg. Route to /rsa-maker (copy); if Headline Test fails, surface pending keyword-restructurer brief (skill not yet built).",4,2,2.88,3,BELOW_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
metallbau jobs in der nähe,EXACT,EX | 25 | CH | SEARCH | LEAD | Metallbauer,AG | RSA | Metallbauer KW Testing,15347327648,191429218741,1608995248032,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,4,2,2.88,3,BELOW_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
stahl arbeit,PHRASE,EX | 25 | CH | SEARCH | LEAD | Metallbauer,AG | RSA | Metallbauer KW Testing,15347327648,191429218741,2324174647864,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,0,0,0.00,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
stahl arbeit,PHRASE,EX | 25 | CH | SEARCH | LEAD | Metallbauer,AG | RSA | Metallbauer KW Testing,15347327648,191429218741,2324174647864,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,0,0,0.00,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
zimmermann jobs,BROAD,EX | 25 | CH | SEARCH | LEAD | Zimmermann,AG | RSA | Zimmermann,23468591016,191553934309,302323622056,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,248,27,40.99,7,ABOVE_AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
zimmermann arbeit,BROAD,EX | 25 | CH | SEARCH | LEAD | Zimmermann,AG | RSA | Zimmermann,23468591016,191553934309,303575974490,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,279,31,44.73,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
zimmermann arbeit,BROAD,EX | 25 | CH | SEARCH | LEAD | Zimmermann,AG | RSA | Zimmermann,23468591016,191553934309,303575974490,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,279,31,44.73,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
zimmermann stellen,BROAD,EX | 25 | CH | SEARCH | LEAD | Zimmermann,AG | RSA | Zimmermann,23468591016,191553934309,370943126124,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,0,0,0.00,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
job als zimmermann,PHRASE,EX | 25 | CH | SEARCH | LEAD | Zimmermann,AG | RSA | Zimmermann,23468591016,191553934309,423073931757,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,0,0,0.00,4,AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
cnc fräser jobs,PHRASE,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,304435562818,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,1,0,0.00,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
job polymechaniker,PHRASE,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,307384036218,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,82,7,13.89,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
polymechaniker jobs schweiz,PHRASE,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,307788425175,AR_BELOW_AVG,Medium,"Ad Relevance Below Avg. Route to /rsa-maker (copy); if Headline Test fails, surface pending keyword-restructurer brief (skill not yet built).",28,1,1.05,3,BELOW_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
polymechaniker jobs schweiz,PHRASE,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,307788425175,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,28,1,1.05,3,BELOW_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
polymechaniker montage jobs,EXACT,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,308156916617,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,5,1,2.80,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
cnc dreher jobs,PHRASE,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,312018690395,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,1,1,1.24,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
cnc mechaniker,PHRASE,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,312018691155,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,11,0,0.00,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
cnc mechaniker,PHRASE,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,312018691155,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,11,0,0.00,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
polymechaniker offene stellen,EXACT,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,334991226894,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,58,2,3.13,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
polymechaniker basel,PHRASE,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,354015075080,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,6,2,5.95,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
cnc mechaniker jobs,PHRASE,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,358184835242,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,34,3,5.70,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
polymechaniker cnc,PHRASE,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,470415828660,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,5,0,0.00,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
polymechaniker aargau,PHRASE,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,666802741349,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,4,0,0.00,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
polymechaniker aargau,PHRASE,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,666802741349,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,4,0,0.00,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
polymechaniker jobs schaffhausen,PHRASE,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,2470583520867,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,2,0,0.00,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
fahrer jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Baumaschinenführer,AG | RSA | Baumaschinenführer,23473551299,191930702636,152416020,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,693,70,70.09,6,AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
baumaschinenführer jobs,EXACT,EX | 26 | CH | SEARCH | LEAD | Baumaschinenführer,AG | RSA | Baumaschinenführer,23473551299,191930702636,324309311478,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,9,0,0.00,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
baumaschinenführer jobs in der nähe,BROAD,EX | 26 | CH | SEARCH | LEAD | Baumaschinenführer,AG | RSA | Baumaschinenführer,23473551299,191930702636,1663715971137,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,0,0,0.00,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
baumaschinenführer jobs in der nähe,BROAD,EX | 26 | CH | SEARCH | LEAD | Baumaschinenführer,AG | RSA | Baumaschinenführer,23473551299,191930702636,1663715971137,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,0,0,0.00,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
carpenter work,PHRASE,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,AG | RSA | Montage-Schreiner,23468574954,192099072219,248250997,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,1,1,0.50,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
carpenter work,PHRASE,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,AG | RSA | Montage-Schreiner,23468574954,192099072219,248250997,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,1,1,0.50,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
jobs schreiner,PHRASE,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,AG | RSA | Montage-Schreiner,23468574954,192099072219,1588395022,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,21,1,1.14,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
schreiner stellen,PHRASE,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,AG | RSA | Montage-Schreiner,23468574954,192099072219,19998755523,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,43,3,3.12,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
schreiner stellen,PHRASE,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,AG | RSA | Montage-Schreiner,23468574954,192099072219,19998755523,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,43,3,3.12,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
schreiner job,PHRASE,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,AG | RSA | Montage-Schreiner,23468574954,192099072219,297476803591,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,17,1,3.14,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
schreiner offene stellen,PHRASE,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,AG | RSA | Montage-Schreiner,23468574954,192099072219,297476803831,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,193,22,35.62,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
montagemitarbeiter jobs,PHRASE,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,AG | RSA | Montage-Schreiner,23468574954,192099072219,297806797578,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,565,36,49.53,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
offene stellen montage,PHRASE,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,AG | RSA | Montage-Schreiner,23468574954,192099072219,410587689748,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,144,11,16.28,7,ABOVE_AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
montageschreiner,EXACT,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,AG | RSA | Montage-Schreiner,23468574954,192099072219,419071964394,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,0,0,0.00,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
schreiner monteur jobs,PHRASE,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,AG | RSA | Montage-Schreiner,23468574954,192099072219,437460696862,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,3,0,0.00,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
montage schreiner,PHRASE,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,AG | RSA | Montage-Schreiner,23468574954,192099072219,645895805501,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,7,2,3.39,5,ABOVE_AVG,BELOW_AVG,AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
schreiner jobs in der nähe,PHRASE,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,AG | RSA | Montage-Schreiner,23468574954,192099072219,1462458495529,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,1,0,0.00,7,ABOVE_AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
trockenbauer,EXACT,EX | 26 | CH | SEARCH | LEAD | Trockenbauer,AG | RSA | Trockenbauer,23473633574,192620715275,921401031,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,34,4,12.16,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
trockenbauer,EXACT,EX | 26 | CH | SEARCH | LEAD | Trockenbauer,AG | RSA | Trockenbauer,23473633574,192620715275,921401031,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,34,4,12.16,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
trockenbauer job,EXACT,EX | 26 | CH | SEARCH | LEAD | Trockenbauer,AG | RSA | Trockenbauer,23473633574,192620715275,303055946766,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,34,6,18.65,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
trockenbauer job,EXACT,EX | 26 | CH | SEARCH | LEAD | Trockenbauer,AG | RSA | Trockenbauer,23473633574,192620715275,303055946766,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,34,6,18.65,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
trockenbau stelle,EXACT,EX | 26 | CH | SEARCH | LEAD | Trockenbauer,AG | RSA | Trockenbauer,23473633574,192620715275,420111006874,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,0,0,0.00,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
trockenbauer jobs schweiz,PHRASE,EX | 26 | CH | SEARCH | LEAD | Trockenbauer,AG | RSA | Trockenbauer,23473633574,192620715275,1255054755777,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,42,12,33.18,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
kranführer job,EXACT,EX | 26 | CH | SEARCH | LEAD | Kranführer,AG | RSA | Kranführer,23468568174,193352510633,302606088147,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,9,0,0.00,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
kranführer jobs zürich,EXACT,EX | 26 | CH | SEARCH | LEAD | Kranführer,AG | RSA | Kranführer,23468568174,193352510633,327342289158,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,12,1,5.73,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
kranführer jobs schweiz,EXACT,EX | 26 | CH | SEARCH | LEAD | Kranführer,AG | RSA | Kranführer,23468568174,193352510633,359200255116,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,12,2,2.49,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
kranführer bern,EXACT,EX | 26 | CH | SEARCH | LEAD | Kranführer,AG | RSA | Kranführer,23468568174,193352510633,369247916550,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,3,1,4.84,6,AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
kranführer zürich,EXACT,EX | 26 | CH | SEARCH | LEAD | Kranführer,AG | RSA | Kranführer,23468568174,193352510633,369247916830,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,0,0,0.00,4,AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
jobs als kranführer,PHRASE,EX | 26 | CH | SEARCH | LEAD | Kranführer,AG | RSA | Kranführer,23468568174,193352510633,412719787167,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,35,7,11.73,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
hallenkranführer jobs,PHRASE,EX | 26 | CH | SEARCH | LEAD | Kranführer,AG | RSA | Kranführer,23468568174,193352510633,2228075776985,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,1,0,0.00,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
hallenkranführer jobs,PHRASE,EX | 26 | CH | SEARCH | LEAD | Kranführer,AG | RSA | Kranführer,23468568174,193352510633,2228075776985,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,1,0,0.00,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
jobs maler,BROAD,EX | 26 | CH | SEARCH | LEAD | Maler,AG | RSA | Maler,6503042592,193358511562,295373083586,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,265,15,20.96,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
