placement,display_name,placement_type,campaign_name,campaign_id,campaign_channel_type,impressions,clicks,ctr,cost,conversions,cost_per_conversion,conversions_value,view_through_conversions,all_conversions,campaign_avg_cpa,campaign_avg_ctr,flag_type,flag_severity,flag_detail
"PXgJih6DFmk","Batman vs. 5 Superheroes | Surrounded","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",2,1,0.5000,0.07,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 50.0% is abnormally high"
"9O-hwpmsk74","She Entered Ancient Famine With Endless Supplies and Changed Her Fate!【My Space, My Easy Life】","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",4,1,0.2500,0.07,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 25.0% is abnormally high"
"XZ_YOyt_kqk","The Worst Art Critic On YouTube","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",9,1,0.1111,0.07,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 11.1% is abnormally high"
"_XOV3tRs_rE","I SAW HIM THRU NIGHT VISION | 10 True Scary Subscriber Stories | 088","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",1,1,1.0000,0.07,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 100.0% is abnormally high"
"6wgVUGAxuMw","Can You ""One"" Shot Dark Souls 2? || ‎@TheBacklogs  Contest Entry","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",5,1,0.2000,0.07,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 20.0% is abnormally high"
"S0nbOenwCLw","Kodak Black - Roll In Peace (feat. XXXTentacion) [Official Music Video]","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",5,1,0.2000,0.07,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 20.0% is abnormally high"
"XmdPWcADhck","Parfumo","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",9,1,0.1111,0.07,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 11.1% is abnormally high"
"bll0rEkXnp8","Alex Pereira Shouldn’t Be Possible","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",9,1,0.1111,0.06,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 11.1% is abnormally high"
"DgGsi4nyNgg","Why John Cena SUCCEEDED in DC and The Rock FAILED","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",3,1,0.3333,0.06,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 33.3% is abnormally high"
"ndSGMEEK5rw","Aaliyah: La Cantante Eliminada Amiga de P. Diddy y Jay Z | Especial Octubre","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",1,1,1.0000,0.06,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 100.0% is abnormally high"
"hkXwC2peHyA","The 7 Levels of School Popularity","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",8,1,0.1250,0.06,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 12.5% is abnormally high"
"VyK88TcSdLs","THE MAN FOLLOWED ME HOME | Tales Beyond The Tomb: Pineville Night Stalker","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",8,1,0.1250,0.06,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 12.5% is abnormally high"
"mcMX4VNj_Yo","Wow, Crazy! Jungkook's Latest Calvin Klein Video Shocks Fans!","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",4,1,0.2500,0.06,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 25.0% is abnormally high"
"uEIU0CCsqWE","A Collection of Horrible Fates | Industrial Edition","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",1,2,2.0000,0.06,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 200.0% is abnormally high"
"6lzNdpMrZ1A","AWFUL Jehovah's Witness Cartoon shows the reality of Indoctrination ...","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",1,1,1.0000,0.06,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 100.0% is abnormally high"
"9v_rtaye2yY","Migos, Nicki Minaj, Cardi B - MotorSport (Official Video)","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",9,1,0.1111,0.06,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 11.1% is abnormally high"
"gXBXdAluW94","Daz Watches People Living Life Wrong","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",8,1,0.1250,0.06,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 12.5% is abnormally high"
"yvTvb62S6_o","Migos - Why Not (Official Video)","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",2,1,0.5000,0.06,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 50.0% is abnormally high"
"Kb24RrHIbFk","Logic - 1-800-273-8255 ft. Alessia Cara, Khalid (Official Video)","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",8,1,0.1250,0.06,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 12.5% is abnormally high"
"03qghiMiRv4","","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",8,1,0.1250,0.06,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 12.5% is abnormally high"
"o3O5uzMT5sY","Diva Boutique Swimwear 4K Video Resort 2025 | Miami Swim Week Art Hearts","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",7,1,0.1429,0.06,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 14.3% is abnormally high"
"kTkscQ-uK8E","Online VERLIEBT, im Laden VERZWEIFELT 😭 Das zu kleine Traumkleid! ✨ | Zwischen Tüll und Tränen","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",9,1,0.1111,0.06,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 11.1% is abnormally high"
"sU3OLbHPhjU","Pink Melon Swimwear Full Show In Slow Motion, Featuring Virginia Sanhouse, Lucciana Beynon & More","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",6,1,0.1667,0.06,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 16.7% is abnormally high"
"hrjgilQ0Abc","KM X KEVIN - NO DAYS OFF (prod. Jordan Wayne)","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",1,1,1.0000,0.06,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 100.0% is abnormally high"
"Xbuwiox95Vg","He Was Hired to Find Wanted Prisoner | Denzel Washington","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",9,1,0.1111,0.06,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 11.1% is abnormally high"
"dItxHJtIarI","The Full Story of Elden Ring & Shadow of The Erdtree Explained","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",9,1,0.1111,0.06,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 11.1% is abnormally high"
"CXiTBY2z0pk","Киев днем и ночью - Серия 31 - Сезон 3","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",4,1,0.2500,0.05,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 25.0% is abnormally high"
"jClZMJmPqjA","24 HOURS WITH GOD | The Ghost Mode — The Anointed Screen","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",5,1,0.2000,0.05,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 20.0% is abnormally high"
"LV2-SY36Ss8","Alexia Evellyn - Savage Daughters (Official Video)","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",8,1,0.1250,0.05,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 12.5% is abnormally high"
"qYkbTyHXwbs","Rick Springfield - Jessie's Girl (Official Video)","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",6,1,0.1667,0.05,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 16.7% is abnormally high"
"dNXpYxNfH3w","🔥 ШОПИНГ В КЕМЕРЕ! Рай для туристов!","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",2,1,0.5000,0.05,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 50.0% is abnormally high"
"D_gS8hazDFI","24/7 Live | FashionTV Swimwear and Bikini top brands  — watch now!","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",2,1,0.5000,0.05,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 50.0% is abnormally high"
"1tWgv5Rd26c","Свадьба за 900 тысяч VS отмененная свадьба // Четыре свадьбы","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",6,1,0.1667,0.05,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 16.7% is abnormally high"
"3KUqjdA5NeU","Why didn't Johnny Sack tell Tony that Paulie told him the joke? | The Sopranos","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",1,1,1.0000,0.05,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 100.0% is abnormally high"
"b6KirYKrk9Q","Sovereign Citizen vs Best No-Nonsense Arkansas Cop Ever","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",9,1,0.1111,0.05,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 11.1% is abnormally high"
"WGWLwQjaj-8","sewing my pinterest board pt. 3 || arcina ori set || mirror palais","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",1,1,1.0000,0.05,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 100.0% is abnormally high"
"3Ao7l_uMH7M","Euphoria - Cassie Turns Into a Giant","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",7,1,0.1429,0.05,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 14.3% is abnormally high"
"nvSc3iafLTY","Orbital Arrow Cannon VS Strength SMP","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",7,1,0.1429,0.05,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 14.3% is abnormally high"
"v-rxFHRTrJc","A Boogie Wit Da Hoodie - Swervin feat. 6ix9ine [Official Audio]","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",5,1,0.2000,0.05,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 20.0% is abnormally high"
"hOGA7SXvkO8","ANDRES SARDA Madrid Fashion Week 4K","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",8,1,0.1250,0.05,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 12.5% is abnormally high"
"-bXPBf2zWnM","365 (Remastered 2002)","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",2,1,0.5000,0.05,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 50.0% is abnormally high"
"zTKlqU2X_2Y","","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",6,1,0.1667,0.05,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 16.7% is abnormally high"
"RSppn8I6ZRE","FadeUnchanged's BEST OF 2025","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",4,1,0.2500,0.05,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 25.0% is abnormally high"
"teQrup_I9Nc","Insane Steve Destroys And Demotes TMM's Kazuya... Ouch","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",1,1,1.0000,0.05,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 100.0% is abnormally high"
"fQk7Y8dI8zA","I Read Jinx So You Don't Have To (please don't)","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",4,1,0.2500,0.05,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 25.0% is abnormally high"
"I4vJM4L2D2U","Tom Petty and the Heartbreakers - Swingin","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",1,1,1.0000,0.05,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 100.0% is abnormally high"
"jXccOcoCyvQ","Crime Scene Cleaner Highlights | Sept & Oct 2024","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",1,1,1.0000,0.05,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 100.0% is abnormally high"
"Hc4K6Hj3e1s","Best of Beatriz Corbett in Slow Motion | New York Swim Week 2023","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",6,1,0.1667,0.05,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 16.7% is abnormally high"
"HfYB-VGvAQw","She's Trapped at Beacon Point | A Survival Thriller That Will Keep You Guessing","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",2,1,0.5000,0.05,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 50.0% is abnormally high"
"1g2QlOyggJk","HARDEST Weapons to Get In Dynasty Warriors 5","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",1,1,1.0000,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 100.0% is abnormally high"
"NuHcLnuGWb8","The Last Wagon | English Dubbed Movie!","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",3,1,0.3333,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 33.3% is abnormally high"
"5kI7blTVrcc","Ice-T Tells It All: Rap Origins, Industry Politics & Survival | Full Episode","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",6,1,0.1667,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 16.7% is abnormally high"
"6RMTt-LakoI","T3NZU - Drive Forever HQ Audio","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",4,3,0.7500,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 75.0% is abnormally high"
"fAwlyZfQL3k","Matt McCusker is Worried About Young Men Looksmaxxing","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",1,1,1.0000,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 100.0% is abnormally high"
"OeY-2vTXN3s","Dating Based on Christmas Outfits | 5 Girls VS 5 Guys","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",2,1,0.5000,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 50.0% is abnormally high"
"Q8pkBZ4LMJc","This Samurai Build Carries You From Level 1 to Endgame | Elden Ring","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",6,1,0.1667,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 16.7% is abnormally high"
"UEWknQT2Xnc","Young Thug - Light It Up (Official Audio)","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",5,1,0.2000,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 20.0% is abnormally high"
"QwIRqGUwjH4","Prince Michael Jackson Talks THRILLER Halloween Party & Gives a House Tour","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",7,1,0.1429,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 14.3% is abnormally high"
"lN-wxtWK_Gw","Mr. Nice Guy | Food Demonstration Gone Wrong | ClipZone: High Octane Hits","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",6,1,0.1667,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 16.7% is abnormally high"
"Kx6pxx6hCLc","HENRY PAPA MULAJA // CELEBRATION PAQUES LONDON// 5eme Partie","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",2,1,0.5000,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 50.0% is abnormally high"
"narN8_vcgxY","၅နှစ်အရွယ်သမီးလေးဆွဲပြတဲ့မေမေရဲ့နောက်ဆုံးပုံ- Darlene Saddler","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",1,1,1.0000,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 100.0% is abnormally high"
"2zIa43r1_V4","Gymnastics Dress To Impress In Real Life","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",6,1,0.1667,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 16.7% is abnormally high"
"-LuPEnFUOXg","“It's Just a Fight”","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",1,1,1.0000,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 100.0% is abnormally high"
"6jenooym8_o","Why Did The British Panic Over Ninja Turtles? - Eddache","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",2,1,0.5000,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 50.0% is abnormally high"
"HY-EJb8SQU0","Let's Explain Sekiro As We Play","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",7,1,0.1429,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 14.3% is abnormally high"
"vyXSsSePcxE","","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",7,2,0.2857,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 28.6% is abnormally high"
"1uDvDJ7tDqo","DINNER WITH ROYALTY | WHY DO I FEEL LIKE THIS? | WHATS NEW IN MY SPRING/SUMMER WARDROBE","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",2,1,0.5000,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 50.0% is abnormally high"
"PE_o9UwLsK4","VIRAL MAY ITALIAN LOOKS 2026 🇮🇹  MILAN STREET STYLE | CHIC SPRING SHOPPING & LUXURY OUTFITS TRENDS","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",3,1,0.3333,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 33.3% is abnormally high"
"-TVIOix6VwY","How The Boondocks Exposed ‘Stop Snitching’ Culture","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",5,1,0.2000,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 20.0% is abnormally high"
"_uX9adalziQ","Catching Up With The Olsen Twins","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",1,1,1.0000,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 100.0% is abnormally high"
"42Q4zpFWOGY","The Aether Super Easter Egg World Record (1:56:40)","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",1,1,1.0000,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 100.0% is abnormally high"
"qy1zJCUs4k0","MIKE HANOPOL:  Father of Pinoy Rock at  boses sa likod ng Hagibis || #TTWAA Ep. 265","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",1,1,1.0000,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 100.0% is abnormally high"
"qXofkFskQWM","50 Cent x Astro - I Get Money (Hustle Music Exclusive)","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",2,1,0.5000,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 50.0% is abnormally high"
"ZRij93mfrvA","HERB KRAUS & THE WALKIN' SHOES - YOU NEVER CAN TELL","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",5,1,0.2000,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 20.0% is abnormally high"
"zIOKNPASThw","Why is Shoe0nHead like this","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",8,1,0.1250,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 12.5% is abnormally high"
"ZKjIHQxG_3Q","SWEET / I THOUGHT YOU WANTED TO DANCE (Audio)","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",3,2,0.6667,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 66.7% is abnormally high"
"rnDfavKPxvE","مردم افغانستان قیام کردن /لباس پوشیدن جوان ها در سال ۲۰۲۶ در کابل 😱😱🫨🫨🫨🇦🇫💥","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",1,1,1.0000,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 100.0% is abnormally high"
"h4fxCO8ukfs","20 Times Cocky Fighters Got Brutally Knocked Out for Being Disrespectful","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",2,1,0.5000,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 50.0% is abnormally high"
"O5WNZNKOnAg","Amazing Sewing Tricks: How to neatly fit a wide neckline (very easy)","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",5,1,0.2000,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 20.0% is abnormally high"
"Z2omIQGArp4","We Bullied WildCat Off The Game!  - Among Us Town of Us Mod","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",1,1,1.0000,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 100.0% is abnormally high"
"5fewzPgYUJk","woops' 7.3 MSQ, Dungeon + Trial Reaction Supercut! - FFXIV Highlights #50","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",1,1,1.0000,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 100.0% is abnormally high"
"7XpPmulAyq0","THEATRE NERD REACTS TO EPIC: THE MUSICAL - THE WISDOM SAGA","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",2,1,0.5000,0.04,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 50.0% is abnormally high"
"Yv6UmKmGnw8","4chan Conspiracy Theories Vol. 3","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",1,1,1.0000,0.03,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 100.0% is abnormally high"
"tGRSEmOEi-s","The Truth About James Charles...","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",4,1,0.2500,0.03,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 25.0% is abnormally high"
"bb-TxR9hVtc","I want to cancel my wedding over this... | Charlotte Dobre TV","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",5,1,0.2000,0.03,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 20.0% is abnormally high"
"cj8v56xvdWU","Charleston White: I Never Shot a Gun at a Black Man (Part 2)","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",3,1,0.3333,0.03,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 33.3% is abnormally high"
"xRf2EkTf-OA","If I Laugh The Video Ends #31","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",3,1,0.3333,0.03,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 33.3% is abnormally high"
"6Hx7XI2pMwA","LONGUS MONGUS  - UGG BOOTS (Prod. by Moritz)","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",2,1,0.5000,0.03,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 50.0% is abnormally high"
"FmEMBr4gkD4","OLUWO KII SE OBA - BABA SOKOTI TU PEREPERE ORO LORI IJA AWON OBA NILE YORUBA","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",1,1,1.0000,0.03,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 100.0% is abnormally high"
"2u8z_NBOrhI","Mama STRICTA mi-a aratat NOUA CASA !","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",7,1,0.1429,0.03,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 14.3% is abnormally high"
"K0UXdd5FzVM","Buddy - Hopped Out ft. Huey Briss (Official Music Video)","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",3,1,0.3333,0.03,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 33.3% is abnormally high"
"5No61-AOHeo","Trump Just Got TROLLED By HORRIBLE SURPRISE Outside His ESTATE🚨","YOUTUBE_VIDEO","Video View DRAFT","23807887103","VIDEO",4,1,0.2500,0.03,0,0.00,0,0,0,0.00,0.0015,"VIDEO_CTR_ANOMALY","Medium","Video CTR 25.0% is abnormally high"
